id, 'buying', 'maint', 'doors', 'persons', 'lug_boot', 'safety', 'label'
781,2,0,0,2,2,1,acc
782,2,0,0,2,2,2,acc
783,2,0,1,0,0,0,unacc
784,2,0,1,0,0,1,unacc
785,2,0,1,0,0,2,unacc
786,2,0,1,0,1,0,unacc
787,2,0,1,0,1,1,unacc
788,2,0,1,0,1,2,unacc
789,2,0,1,0,2,0,unacc
790,2,0,1,0,2,1,unacc
791,2,0,1,0,2,2,unacc
792,2,0,1,1,0,0,unacc
793,2,0,1,1,0,1,unacc
794,2,0,1,1,0,2,acc
795,2,0,1,1,1,0,unacc
796,2,0,1,1,1,1,unacc
797,2,0,1,1,1,2,acc
798,2,0,1,1,2,0,unacc
799,2,0,1,1,2,1,acc
800,2,0,1,1,2,2,acc
801,2,0,1,2,0,0,unacc
802,2,0,1,2,0,1,unacc
803,2,0,1,2,0,2,acc
804,2,0,1,2,1,0,unacc
805,2,0,1,2,1,1,acc
806,2,0,1,2,1,2,acc
807,2,0,1,2,2,0,unacc
808,2,0,1,2,2,1,acc
809,2,0,1,2,2,2,acc
810,2,0,2,0,0,0,unacc
811,2,0,2,0,0,1,unacc
812,2,0,2,0,0,2,unacc
813,2,0,2,0,1,0,unacc
814,2,0,2,0,1,1,unacc
815,2,0,2,0,1,2,unacc
816,2,0,2,0,2,0,unacc
817,2,0,2,0,2,1,unacc
818,2,0,2,0,2,2,unacc
819,2,0,2,1,0,0,unacc
820,2,0,2,1,0,1,unacc
821,2,0,2,1,0,2,acc
822,2,0,2,1,1,0,unacc
823,2,0,2,1,1,1,acc
824,2,0,2,1,1,2,acc
825,2,0,2,1,2,0,unacc
826,2,0,2,1,2,1,acc
827,2,0,2,1,2,2,acc
828,2,0,2,2,0,0,unacc
829,2,0,2,2,0,1,unacc
830,2,0,2,2,0,2,acc
831,2,0,2,2,1,0,unacc
832,2,0,2,2,1,1,acc
833,2,0,2,2,1,2,acc
834,2,0,2,2,2,0,unacc
835,2,0,2,2,2,1,acc
836,2,0,2,2,2,2,acc
837,2,0,3,0,0,0,unacc
838,2,0,3,0,0,1,unacc
839,2,0,3,0,0,2,unacc
840,2,0,3,0,1,0,unacc
841,2,0,3,0,1,1,unacc
842,2,0,3,0,1,2,unacc
843,2,0,3,0,2,0,unacc
844,2,0,3,0,2,1,unacc
845,2,0,3,0,2,2,unacc
846,2,0,3,1,0,0,unacc
847,2,0,3,1,0,1,unacc
848,2,0,3,1,0,2,acc
849,2,0,3,1,1,0,unacc
850,2,0,3,1,1,1,acc
851,2,0,3,1,1,2,acc
852,2,0,3,1,2,0,unacc
853,2,0,3,1,2,1,acc
854,2,0,3,1,2,2,acc
855,2,0,3,2,0,0,unacc
856,2,0,3,2,0,1,unacc
857,2,0,3,2,0,2,acc
858,2,0,3,2,1,0,unacc
859,2,0,3,2,1,1,acc
860,2,0,3,2,1,2,acc
861,2,0,3,2,2,0,unacc
862,2,0,3,2,2,1,acc
863,2,0,3,2,2,2,acc
864,1,3,0,0,0,0,unacc
865,1,3,0,0,0,1,unacc
866,1,3,0,0,0,2,unacc
867,1,3,0,0,1,0,unacc
868,1,3,0,0,1,1,unacc
869,1,3,0,0,1,2,unacc
870,1,3,0,0,2,0,unacc
871,1,3,0,0,2,1,unacc
872,1,3,0,0,2,2,unacc
873,1,3,0,1,0,0,unacc
874,1,3,0,1,0,1,unacc
875,1,3,0,1,0,2,acc
876,1,3,0,1,1,0,unacc
877,1,3,0,1,1,1,unacc
878,1,3,0,1,1,2,acc
879,1,3,0,1,2,0,unacc
880,1,3,0,1,2,1,acc
881,1,3,0,1,2,2,acc
882,1,3,0,2,0,0,unacc
883,1,3,0,2,0,1,unacc
884,1,3,0,2,0,2,unacc
885,1,3,0,2,1,0,unacc
886,1,3,0,2,1,1,unacc
887,1,3,0,2,1,2,acc
888,1,3,0,2,2,0,unacc
889,1,3,0,2,2,1,acc
890,1,3,0,2,2,2,acc
891,1,3,1,0,0,0,unacc
892,1,3,1,0,0,1,unacc
893,1,3,1,0,0,2,unacc
894,1,3,1,0,1,0,unacc
895,1,3,1,0,1,1,unacc
896,1,3,1,0,1,2,unacc
897,1,3,1,0,2,0,unacc
898,1,3,1,0,2,1,unacc
899,1,3,1,0,2,2,unacc
900,1,3,1,1,0,0,unacc
901,1,3,1,1,0,1,unacc
902,1,3,1,1,0,2,acc
903,1,3,1,1,1,0,unacc
904,1,3,1,1,1,1,unacc
905,1,3,1,1,1,2,acc
906,1,3,1,1,2,0,unacc
907,1,3,1,1,2,1,acc
908,1,3,1,1,2,2,acc
909,1,3,1,2,0,0,unacc
910,1,3,1,2,0,1,unacc
911,1,3,1,2,0,2,acc
912,1,3,1,2,1,0,unacc
913,1,3,1,2,1,1,acc
914,1,3,1,2,1,2,acc
915,1,3,1,2,2,0,unacc
916,1,3,1,2,2,1,acc
917,1,3,1,2,2,2,acc
918,1,3,2,0,0,0,unacc
919,1,3,2,0,0,1,unacc
920,1,3,2,0,0,2,unacc
921,1,3,2,0,1,0,unacc
922,1,3,2,0,1,1,unacc
923,1,3,2,0,1,2,unacc
924,1,3,2,0,2,0,unacc
925,1,3,2,0,2,1,unacc
926,1,3,2,0,2,2,unacc
927,1,3,2,1,0,0,unacc
928,1,3,2,1,0,1,unacc
929,1,3,2,1,0,2,acc
930,1,3,2,1,1,0,unacc
931,1,3,2,1,1,1,acc
932,1,3,2,1,1,2,acc
933,1,3,2,1,2,0,unacc
934,1,3,2,1,2,1,acc
935,1,3,2,1,2,2,acc
936,1,3,2,2,0,0,unacc
937,1,3,2,2,0,1,unacc
938,1,3,2,2,0,2,acc
939,1,3,2,2,1,0,unacc
940,1,3,2,2,1,1,acc
941,1,3,2,2,1,2,acc
942,1,3,2,2,2,0,unacc
943,1,3,2,2,2,1,acc
944,1,3,2,2,2,2,acc
945,1,3,3,0,0,0,unacc
946,1,3,3,0,0,1,unacc
947,1,3,3,0,0,2,unacc
948,1,3,3,0,1,0,unacc
949,1,3,3,0,1,1,unacc
950,1,3,3,0,1,2,unacc
951,1,3,3,0,2,0,unacc
952,1,3,3,0,2,1,unacc
953,1,3,3,0,2,2,unacc
954,1,3,3,1,0,0,unacc
955,1,3,3,1,0,1,unacc
956,1,3,3,1,0,2,acc
957,1,3,3,1,1,0,unacc
958,1,3,3,1,1,1,acc
959,1,3,3,1,1,2,acc
960,1,3,3,1,2,0,unacc
961,1,3,3,1,2,1,acc
962,1,3,3,1,2,2,acc
963,1,3,3,2,0,0,unacc
964,1,3,3,2,0,1,unacc
965,1,3,3,2,0,2,acc
966,1,3,3,2,1,0,unacc
967,1,3,3,2,1,1,acc
968,1,3,3,2,1,2,acc
969,1,3,3,2,2,0,unacc
970,1,3,3,2,2,1,acc
971,1,3,3,2,2,2,acc
972,1,2,0,0,0,0,unacc
973,1,2,0,0,0,1,unacc
974,1,2,0,0,0,2,unacc
975,1,2,0,0,1,0,unacc
976,1,2,0,0,1,1,unacc
977,1,2,0,0,1,2,unacc
978,1,2,0,0,2,0,unacc
979,1,2,0,0,2,1,unacc
980,1,2,0,0,2,2,unacc
981,1,2,0,1,0,0,unacc
982,1,2,0,1,0,1,unacc
983,1,2,0,1,0,2,acc
984,1,2,0,1,1,0,unacc
985,1,2,0,1,1,1,unacc
986,1,2,0,1,1,2,acc
987,1,2,0,1,2,0,unacc
988,1,2,0,1,2,1,acc
989,1,2,0,1,2,2,acc
990,1,2,0,2,0,0,unacc
991,1,2,0,2,0,1,unacc
992,1,2,0,2,0,2,unacc
993,1,2,0,2,1,0,unacc
994,1,2,0,2,1,1,unacc
995,1,2,0,2,1,2,acc
996,1,2,0,2,2,0,unacc
997,1,2,0,2,2,1,acc
998,1,2,0,2,2,2,acc
999,1,2,1,0,0,0,unacc
1000,1,2,1,0,0,1,unacc
1001,1,2,1,0,0,2,unacc
1002,1,2,1,0,1,0,unacc
1003,1,2,1,0,1,1,unacc
1004,1,2,1,0,1,2,unacc
1005,1,2,1,0,2,0,unacc
1006,1,2,1,0,2,1,unacc
1007,1,2,1,0,2,2,unacc
1008,1,2,1,1,0,0,unacc
1009,1,2,1,1,0,1,unacc
1010,1,2,1,1,0,2,acc
1011,1,2,1,1,1,0,unacc
1012,1,2,1,1,1,1,unacc
1013,1,2,1,1,1,2,acc
1014,1,2,1,1,2,0,unacc
1015,1,2,1,1,2,1,acc
1016,1,2,1,1,2,2,acc
1017,1,2,1,2,0,0,unacc
1018,1,2,1,2,0,1,unacc
1019,1,2,1,2,0,2,acc
1020,1,2,1,2,1,0,unacc
1021,1,2,1,2,1,1,acc
1022,1,2,1,2,1,2,acc
1023,1,2,1,2,2,0,unacc
1024,1,2,1,2,2,1,acc
1025,1,2,1,2,2,2,acc
1026,1,2,2,0,0,0,unacc
1027,1,2,2,0,0,1,unacc
1028,1,2,2,0,0,2,unacc
1029,1,2,2,0,1,0,unacc
1030,1,2,2,0,1,1,unacc
1031,1,2,2,0,1,2,unacc
1032,1,2,2,0,2,0,unacc
1033,1,2,2,0,2,1,unacc
1034,1,2,2,0,2,2,unacc
1035,1,2,2,1,0,0,unacc
1036,1,2,2,1,0,1,unacc
1037,1,2,2,1,0,2,acc
1038,1,2,2,1,1,0,unacc
1039,1,2,2,1,1,1,acc
1040,1,2,2,1,1,2,acc
1041,1,2,2,1,2,0,unacc
1042,1,2,2,1,2,1,acc
1043,1,2,2,1,2,2,acc
1044,1,2,2,2,0,0,unacc
1045,1,2,2,2,0,1,unacc
1046,1,2,2,2,0,2,acc
1047,1,2,2,2,1,0,unacc
1048,1,2,2,2,1,1,acc
1049,1,2,2,2,1,2,acc
1050,1,2,2,2,2,0,unacc
1051,1,2,2,2,2,1,acc
1052,1,2,2,2,2,2,acc
1053,1,2,3,0,0,0,unacc
1054,1,2,3,0,0,1,unacc
1055,1,2,3,0,0,2,unacc
1056,1,2,3,0,1,0,unacc
1057,1,2,3,0,1,1,unacc
1058,1,2,3,0,1,2,unacc
1059,1,2,3,0,2,0,unacc
1060,1,2,3,0,2,1,unacc
1061,1,2,3,0,2,2,unacc
1062,1,2,3,1,0,0,unacc
1063,1,2,3,1,0,1,unacc
1064,1,2,3,1,0,2,acc
1065,1,2,3,1,1,0,unacc
1066,1,2,3,1,1,1,acc
1067,1,2,3,1,1,2,acc
1068,1,2,3,1,2,0,unacc
1069,1,2,3,1,2,1,acc
1070,1,2,3,1,2,2,acc
1071,1,2,3,2,0,0,unacc
1072,1,2,3,2,0,1,unacc
1073,1,2,3,2,0,2,acc
1074,1,2,3,2,1,0,unacc
1075,1,2,3,2,1,1,acc
1076,1,2,3,2,1,2,acc
1077,1,2,3,2,2,0,unacc
1078,1,2,3,2,2,1,acc
1079,1,2,3,2,2,2,acc
1080,1,1,0,0,0,0,unacc
1081,1,1,0,0,0,1,unacc
1082,1,1,0,0,0,2,unacc
1083,1,1,0,0,1,0,unacc
1084,1,1,0,0,1,1,unacc
1085,1,1,0,0,1,2,unacc
1086,1,1,0,0,2,0,unacc
1087,1,1,0,0,2,1,unacc
1088,1,1,0,0,2,2,unacc
1089,1,1,0,1,0,0,unacc
1090,1,1,0,1,0,1,acc
1091,1,1,0,1,0,2,acc
1092,1,1,0,1,1,0,unacc
1093,1,1,0,1,1,1,acc
1094,1,1,0,1,1,2,acc
1095,1,1,0,1,2,0,unacc
1096,1,1,0,1,2,1,acc
1097,1,1,0,1,2,2,vgood
1098,1,1,0,2,0,0,unacc
1099,1,1,0,2,0,1,unacc
1100,1,1,0,2,0,2,unacc
1101,1,1,0,2,1,0,unacc
1102,1,1,0,2,1,1,acc
1103,1,1,0,2,1,2,acc
1104,1,1,0,2,2,0,unacc
1105,1,1,0,2,2,1,acc
1106,1,1,0,2,2,2,vgood
1107,1,1,1,0,0,0,unacc
1108,1,1,1,0,0,1,unacc
1109,1,1,1,0,0,2,unacc
1110,1,1,1,0,1,0,unacc
1111,1,1,1,0,1,1,unacc
1112,1,1,1,0,1,2,unacc
1113,1,1,1,0,2,0,unacc
1114,1,1,1,0,2,1,unacc
1115,1,1,1,0,2,2,unacc
1116,1,1,1,1,0,0,unacc
1117,1,1,1,1,0,1,acc
1118,1,1,1,1,0,2,acc
1119,1,1,1,1,1,0,unacc
1120,1,1,1,1,1,1,acc
1121,1,1,1,1,1,2,acc
1122,1,1,1,1,2,0,unacc
1123,1,1,1,1,2,1,acc
1124,1,1,1,1,2,2,vgood
1125,1,1,1,2,0,0,unacc
1126,1,1,1,2,0,1,acc
1127,1,1,1,2,0,2,acc
1128,1,1,1,2,1,0,unacc
1129,1,1,1,2,1,1,acc
1130,1,1,1,2,1,2,vgood
1131,1,1,1,2,2,0,unacc
1132,1,1,1,2,2,1,acc
1133,1,1,1,2,2,2,vgood
1134,1,1,2,0,0,0,unacc
1135,1,1,2,0,0,1,unacc
1136,1,1,2,0,0,2,unacc
1137,1,1,2,0,1,0,unacc
1138,1,1,2,0,1,1,unacc
1139,1,1,2,0,1,2,unacc
1140,1,1,2,0,2,0,unacc
1141,1,1,2,0,2,1,unacc
1142,1,1,2,0,2,2,unacc
1143,1,1,2,1,0,0,unacc
1144,1,1,2,1,0,1,acc
1145,1,1,2,1,0,2,acc
1146,1,1,2,1,1,0,unacc
1147,1,1,2,1,1,1,acc
1148,1,1,2,1,1,2,vgood
1149,1,1,2,1,2,0,unacc
1150,1,1,2,1,2,1,acc
1151,1,1,2,1,2,2,vgood
1152,1,1,2,2,0,0,unacc
1153,1,1,2,2,0,1,acc
1154,1,1,2,2,0,2,acc
1155,1,1,2,2,1,0,unacc
1156,1,1,2,2,1,1,acc
1157,1,1,2,2,1,2,vgood
1158,1,1,2,2,2,0,unacc
1159,1,1,2,2,2,1,acc
1160,1,1,2,2,2,2,vgood
1161,1,1,3,0,0,0,unacc
1162,1,1,3,0,0,1,unacc
1163,1,1,3,0,0,2,unacc
1164,1,1,3,0,1,0,unacc
1165,1,1,3,0,1,1,unacc
1166,1,1,3,0,1,2,unacc
1167,1,1,3,0,2,0,unacc
1168,1,1,3,0,2,1,unacc
1169,1,1,3,0,2,2,unacc
1170,1,1,3,1,0,0,unacc
1171,1,1,3,1,0,1,acc
1172,1,1,3,1,0,2,acc
1173,1,1,3,1,1,0,unacc
1174,1,1,3,1,1,1,acc
1175,1,1,3,1,1,2,vgood
1176,1,1,3,1,2,0,unacc
1177,1,1,3,1,2,1,acc
1178,1,1,3,1,2,2,vgood
1179,1,1,3,2,0,0,unacc
1180,1,1,3,2,0,1,acc
1181,1,1,3,2,0,2,acc
1182,1,1,3,2,1,0,unacc
1183,1,1,3,2,1,1,acc
1184,1,1,3,2,1,2,vgood
1185,1,1,3,2,2,0,unacc
1186,1,1,3,2,2,1,acc
1187,1,1,3,2,2,2,vgood
1188,1,0,0,0,0,0,unacc
1189,1,0,0,0,0,1,unacc
1190,1,0,0,0,0,2,unacc
1191,1,0,0,0,1,0,unacc
1192,1,0,0,0,1,1,unacc
1193,1,0,0,0,1,2,unacc
1194,1,0,0,0,2,0,unacc
1195,1,0,0,0,2,1,unacc
1196,1,0,0,0,2,2,unacc
1197,1,0,0,1,0,0,unacc
1198,1,0,0,1,0,1,acc
1199,1,0,0,1,0,2,good
1200,1,0,0,1,1,0,unacc
1201,1,0,0,1,1,1,acc
1202,1,0,0,1,1,2,good
1203,1,0,0,1,2,0,unacc
1204,1,0,0,1,2,1,good
1205,1,0,0,1,2,2,vgood
1206,1,0,0,2,0,0,unacc
1207,1,0,0,2,0,1,unacc
1208,1,0,0,2,0,2,unacc
1209,1,0,0,2,1,0,unacc
1210,1,0,0,2,1,1,acc
1211,1,0,0,2,1,2,good
1212,1,0,0,2,2,0,unacc
1213,1,0,0,2,2,1,good
1214,1,0,0,2,2,2,vgood
1215,1,0,1,0,0,0,unacc
1216,1,0,1,0,0,1,unacc
1217,1,0,1,0,0,2,unacc
1218,1,0,1,0,1,0,unacc
1219,1,0,1,0,1,1,unacc
1220,1,0,1,0,1,2,unacc
1221,1,0,1,0,2,0,unacc
1222,1,0,1,0,2,1,unacc
1223,1,0,1,0,2,2,unacc
1224,1,0,1,1,0,0,unacc
1225,1,0,1,1,0,1,acc
1226,1,0,1,1,0,2,good
1227,1,0,1,1,1,0,unacc
1228,1,0,1,1,1,1,acc
1229,1,0,1,1,1,2,good
1230,1,0,1,1,2,0,unacc
1231,1,0,1,1,2,1,good
1232,1,0,1,1,2,2,vgood
1233,1,0,1,2,0,0,unacc
1234,1,0,1,2,0,1,acc
1235,1,0,1,2,0,2,good
1236,1,0,1,2,1,0,unacc
1237,1,0,1,2,1,1,good
1238,1,0,1,2,1,2,vgood
1239,1,0,1,2,2,0,unacc
1240,1,0,1,2,2,1,good
1241,1,0,1,2,2,2,vgood
1242,1,0,2,0,0,0,unacc
1243,1,0,2,0,0,1,unacc
1244,1,0,2,0,0,2,unacc
1245,1,0,2,0,1,0,unacc
1246,1,0,2,0,1,1,unacc
1247,1,0,2,0,1,2,unacc
1248,1,0,2,0,2,0,unacc
1249,1,0,2,0,2,1,unacc
1250,1,0,2,0,2,2,unacc
1251,1,0,2,1,0,0,unacc
1252,1,0,2,1,0,1,acc
1253,1,0,2,1,0,2,good
1254,1,0,2,1,1,0,unacc
1255,1,0,2,1,1,1,good
1256,1,0,2,1,1,2,vgood
1257,1,0,2,1,2,0,unacc
1258,1,0,2,1,2,1,good
1259,1,0,2,1,2,2,vgood
1260,1,0,2,2,0,0,unacc
1261,1,0,2,2,0,1,acc
1262,1,0,2,2,0,2,good
1263,1,0,2,2,1,0,unacc
1264,1,0,2,2,1,1,good
1265,1,0,2,2,1,2,vgood
1266,1,0,2,2,2,0,unacc
1267,1,0,2,2,2,1,good
1268,1,0,2,2,2,2,vgood
1269,1,0,3,0,0,0,unacc
1270,1,0,3,0,0,1,unacc
1271,1,0,3,0,0,2,unacc
1272,1,0,3,0,1,0,unacc
1273,1,0,3,0,1,1,unacc
1274,1,0,3,0,1,2,unacc
1275,1,0,3,0,2,0,unacc
1276,1,0,3,0,2,1,unacc
1277,1,0,3,0,2,2,unacc
1278,1,0,3,1,0,0,unacc
1279,1,0,3,1,0,1,acc
1280,1,0,3,1,0,2,good
1281,1,0,3,1,1,0,unacc
1282,1,0,3,1,1,1,good
1283,1,0,3,1,1,2,vgood
1284,1,0,3,1,2,0,unacc
1285,1,0,3,1,2,1,good
1286,1,0,3,1,2,2,vgood
1287,1,0,3,2,0,0,unacc
1288,1,0,3,2,0,1,acc
1289,1,0,3,2,0,2,good
1290,1,0,3,2,1,0,unacc
1291,1,0,3,2,1,1,good
1292,1,0,3,2,1,2,vgood
1293,1,0,3,2,2,0,unacc
1294,1,0,3,2,2,1,good
1295,1,0,3,2,2,2,vgood
1296,0,3,0,0,0,0,unacc
1297,0,3,0,0,0,1,unacc
1298,0,3,0,0,0,2,unacc
1299,0,3,0,0,1,0,unacc
1300,0,3,0,0,1,1,unacc
1301,0,3,0,0,1,2,unacc
1302,0,3,0,0,2,0,unacc
1303,0,3,0,0,2,1,unacc
1304,0,3,0,0,2,2,unacc
1305,0,3,0,1,0,0,unacc
1306,0,3,0,1,0,1,unacc
1307,0,3,0,1,0,2,acc
1308,0,3,0,1,1,0,unacc
1309,0,3,0,1,1,1,unacc
1310,0,3,0,1,1,2,acc
1311,0,3,0,1,2,0,unacc
1312,0,3,0,1,2,1,acc
1313,0,3,0,1,2,2,acc
1314,0,3,0,2,0,0,unacc
1315,0,3,0,2,0,1,unacc
1316,0,3,0,2,0,2,unacc
1317,0,3,0,2,1,0,unacc
1318,0,3,0,2,1,1,unacc
1319,0,3,0,2,1,2,acc
1320,0,3,0,2,2,0,unacc
1321,0,3,0,2,2,1,acc
1322,0,3,0,2,2,2,acc
1323,0,3,1,0,0,0,unacc
1324,0,3,1,0,0,1,unacc
1325,0,3,1,0,0,2,unacc
1326,0,3,1,0,1,0,unacc
1327,0,3,1,0,1,1,unacc
1328,0,3,1,0,1,2,unacc
1329,0,3,1,0,2,0,unacc
1330,0,3,1,0,2,1,unacc
1331,0,3,1,0,2,2,unacc
1332,0,3,1,1,0,0,unacc
1333,0,3,1,1,0,1,unacc
1334,0,3,1,1,0,2,acc
1335,0,3,1,1,1,0,unacc
1336,0,3,1,1,1,1,unacc
1337,0,3,1,1,1,2,acc
1338,0,3,1,1,2,0,unacc
1339,0,3,1,1,2,1,acc
1340,0,3,1,1,2,2,acc
1341,0,3,1,2,0,0,unacc
1342,0,3,1,2,0,1,unacc
1343,0,3,1,2,0,2,acc
1344,0,3,1,2,1,0,unacc
1345,0,3,1,2,1,1,acc
1346,0,3,1,2,1,2,acc
1347,0,3,1,2,2,0,unacc
1348,0,3,1,2,2,1,acc
1349,0,3,1,2,2,2,acc
1350,0,3,2,0,0,0,unacc
1351,0,3,2,0,0,1,unacc
1352,0,3,2,0,0,2,unacc
1353,0,3,2,0,1,0,unacc
1354,0,3,2,0,1,1,unacc
1355,0,3,2,0,1,2,unacc
1356,0,3,2,0,2,0,unacc
1357,0,3,2,0,2,1,unacc
1358,0,3,2,0,2,2,unacc
1359,0,3,2,1,0,0,unacc
1360,0,3,2,1,0,1,unacc
1361,0,3,2,1,0,2,acc
1362,0,3,2,1,1,0,unacc
1363,0,3,2,1,1,1,acc
1364,0,3,2,1,1,2,acc
1365,0,3,2,1,2,0,unacc
1366,0,3,2,1,2,1,acc
1367,0,3,2,1,2,2,acc
1368,0,3,2,2,0,0,unacc
1369,0,3,2,2,0,1,unacc
1370,0,3,2,2,0,2,acc
1371,0,3,2,2,1,0,unacc
1372,0,3,2,2,1,1,acc
1373,0,3,2,2,1,2,acc
1374,0,3,2,2,2,0,unacc
1375,0,3,2,2,2,1,acc
1376,0,3,2,2,2,2,acc
1377,0,3,3,0,0,0,unacc
1378,0,3,3,0,0,1,unacc
1379,0,3,3,0,0,2,unacc
1380,0,3,3,0,1,0,unacc
1381,0,3,3,0,1,1,unacc
1382,0,3,3,0,1,2,unacc
1383,0,3,3,0,2,0,unacc
1384,0,3,3,0,2,1,unacc
1385,0,3,3,0,2,2,unacc
1386,0,3,3,1,0,0,unacc
1387,0,3,3,1,0,1,unacc
1388,0,3,3,1,0,2,acc
1389,0,3,3,1,1,0,unacc
1390,0,3,3,1,1,1,acc
1391,0,3,3,1,1,2,acc
1392,0,3,3,1,2,0,unacc
1393,0,3,3,1,2,1,acc
1394,0,3,3,1,2,2,acc
1395,0,3,3,2,0,0,unacc
1396,0,3,3,2,0,1,unacc
1397,0,3,3,2,0,2,acc
1398,0,3,3,2,1,0,unacc
1399,0,3,3,2,1,1,acc
1400,0,3,3,2,1,2,acc
1401,0,3,3,2,2,0,unacc
1402,0,3,3,2,2,1,acc
1403,0,3,3,2,2,2,acc
1404,0,2,0,0,0,0,unacc
1405,0,2,0,0,0,1,unacc
1406,0,2,0,0,0,2,unacc
1407,0,2,0,0,1,0,unacc
1408,0,2,0,0,1,1,unacc
1409,0,2,0,0,1,2,unacc
1410,0,2,0,0,2,0,unacc
1411,0,2,0,0,2,1,unacc
1412,0,2,0,0,2,2,unacc
1413,0,2,0,1,0,0,unacc
1414,0,2,0,1,0,1,acc
1415,0,2,0,1,0,2,acc
1416,0,2,0,1,1,0,unacc
1417,0,2,0,1,1,1,acc
1418,0,2,0,1,1,2,acc
1419,0,2,0,1,2,0,unacc
1420,0,2,0,1,2,1,acc
1421,0,2,0,1,2,2,vgood
1422,0,2,0,2,0,0,unacc
1423,0,2,0,2,0,1,unacc
1424,0,2,0,2,0,2,unacc
1425,0,2,0,2,1,0,unacc
1426,0,2,0,2,1,1,acc
1427,0,2,0,2,1,2,acc
1428,0,2,0,2,2,0,unacc
1429,0,2,0,2,2,1,acc
1430,0,2,0,2,2,2,vgood
1431,0,2,1,0,0,0,unacc
1432,0,2,1,0,0,1,unacc
1433,0,2,1,0,0,2,unacc
1434,0,2,1,0,1,0,unacc
1435,0,2,1,0,1,1,unacc
1436,0,2,1,0,1,2,unacc
1437,0,2,1,0,2,0,unacc
1438,0,2,1,0,2,1,unacc
1439,0,2,1,0,2,2,unacc
1440,0,2,1,1,0,0,unacc
1441,0,2,1,1,0,1,acc
1442,0,2,1,1,0,2,acc
1443,0,2,1,1,1,0,unacc
1444,0,2,1,1,1,1,acc
1445,0,2,1,1,1,2,acc
1446,0,2,1,1,2,0,unacc
1447,0,2,1,1,2,1,acc
1448,0,2,1,1,2,2,vgood
1449,0,2,1,2,0,0,unacc
1450,0,2,1,2,0,1,acc
1451,0,2,1,2,0,2,acc
1452,0,2,1,2,1,0,unacc
1453,0,2,1,2,1,1,acc
1454,0,2,1,2,1,2,vgood
1455,0,2,1,2,2,0,unacc
1456,0,2,1,2,2,1,acc
1457,0,2,1,2,2,2,vgood
1458,0,2,2,0,0,0,unacc
1459,0,2,2,0,0,1,unacc
1460,0,2,2,0,0,2,unacc
1461,0,2,2,0,1,0,unacc
1462,0,2,2,0,1,1,unacc
1463,0,2,2,0,1,2,unacc
1464,0,2,2,0,2,0,unacc
1465,0,2,2,0,2,1,unacc
1466,0,2,2,0,2,2,unacc
1467,0,2,2,1,0,0,unacc
1468,0,2,2,1,0,1,acc
1469,0,2,2,1,0,2,acc
1470,0,2,2,1,1,0,unacc
1471,0,2,2,1,1,1,acc
1472,0,2,2,1,1,2,vgood
1473,0,2,2,1,2,0,unacc
1474,0,2,2,1,2,1,acc
1475,0,2,2,1,2,2,vgood
1476,0,2,2,2,0,0,unacc
1477,0,2,2,2,0,1,acc
1478,0,2,2,2,0,2,acc
1479,0,2,2,2,1,0,unacc
1480,0,2,2,2,1,1,acc
1481,0,2,2,2,1,2,vgood
1482,0,2,2,2,2,0,unacc
1483,0,2,2,2,2,1,acc
1484,0,2,2,2,2,2,vgood
1485,0,2,3,0,0,0,unacc
1486,0,2,3,0,0,1,unacc
1487,0,2,3,0,0,2,unacc
1488,0,2,3,0,1,0,unacc
1489,0,2,3,0,1,1,unacc
1490,0,2,3,0,1,2,unacc
1491,0,2,3,0,2,0,unacc
1492,0,2,3,0,2,1,unacc
1493,0,2,3,0,2,2,unacc
1494,0,2,3,1,0,0,unacc
1495,0,2,3,1,0,1,acc
1496,0,2,3,1,0,2,acc
1497,0,2,3,1,1,0,unacc
1498,0,2,3,1,1,1,acc
1499,0,2,3,1,1,2,vgood
1500,0,2,3,1,2,0,unacc
1501,0,2,3,1,2,1,acc
1502,0,2,3,1,2,2,vgood
1503,0,2,3,2,0,0,unacc
1504,0,2,3,2,0,1,acc
1505,0,2,3,2,0,2,acc
1506,0,2,3,2,1,0,unacc
1507,0,2,3,2,1,1,acc
1508,0,2,3,2,1,2,vgood
1509,0,2,3,2,2,0,unacc
1510,0,2,3,2,2,1,acc
1511,0,2,3,2,2,2,vgood
1512,0,1,0,0,0,0,unacc
1513,0,1,0,0,0,1,unacc
1514,0,1,0,0,0,2,unacc
1515,0,1,0,0,1,0,unacc
1516,0,1,0,0,1,1,unacc
1517,0,1,0,0,1,2,unacc
1518,0,1,0,0,2,0,unacc
1519,0,1,0,0,2,1,unacc
1520,0,1,0,0,2,2,unacc
1521,0,1,0,1,0,0,unacc
1522,0,1,0,1,0,1,acc
1523,0,1,0,1,0,2,good
1524,0,1,0,1,1,0,unacc
1525,0,1,0,1,1,1,acc
1526,0,1,0,1,1,2,good
1527,0,1,0,1,2,0,unacc
1528,0,1,0,1,2,1,good
1529,0,1,0,1,2,2,vgood
1530,0,1,0,2,0,0,unacc
1531,0,1,0,2,0,1,unacc
1532,0,1,0,2,0,2,unacc
1533,0,1,0,2,1,0,unacc
1534,0,1,0,2,1,1,acc
1535,0,1,0,2,1,2,good
1536,0,1,0,2,2,0,unacc
1537,0,1,0,2,2,1,good
1538,0,1,0,2,2,2,vgood
1539,0,1,1,0,0,0,unacc
1540,0,1,1,0,0,1,unacc
